A分支-x86_64（二进制包名）,A分支-x86_64（二进制对应源码包名）,A分支-aarch64（二进制包名）,A分支-aarch64（二进制对应源码包名）,A分支-loongarch64（二进制包名）,A分支-loongarch64（二进制对应源码包名）,E分支-x86_64（二进制包名）,E分支-x86_64（二进制对应源码包名）,E分支-aarch64（二进制包名）,E分支-aarch64（二进制对应源码包名）,,,,,,,,,,,,,,,
elfutils-libs,elfutils,erlang-mnesia,erlang,erlang-wx,erlang,hostname,http-parser,ima-evm-utils,ima-evm-utils,,,,,,,,,,,,,,,
elinks,elinks,erlang-mustache,erlang-mustache,erlang-xmerl,erlang,http-parser,httpcomponents-client,ima-evm-utils-libs,ima-evm-utils,,,,,,,,,,,,,,,
emacs,emacs,erlang-observer,erlang,esc,esc,httpcomponents-client,httpcomponents-core,imlib2,imlib2,,,,,,,,,,,,,,,
emacs-common,emacs,erlang-os_mon,erlang,espeak-ng,espeak-ng,httpcomponents-core,httpd,imsettings,imsettings,,,,,,,,,,,,,,,
emacs-filesystem,emacs,erlang-public_key,erlang,etcd,etcd,httpd,httpd,imsettings-gsettings,imsettings,,,,,,,,,,,,,,,
emacs-lucid,emacs,erlang-runtime_tools,erlang,ethtool,ethtool,httpd-devel,httpd,imwheel,imwheel,,,,,,,,,,,,,,,
emacs-nox,emacs,erlang-sasl,erlang,etmem,etmem,httpd-filesystem,httpd,info,texinfo,,,,,,,,,,,,,,,
emacs-terminal,emacs,erlang-sd_notify,erlang-sd_notify,evince,evince,httpd-help,httpd,iniparser,iniparser,,,,,,,,,,,,,,,
emoji-picker,ibus-typing-booster,erlang-snmp,erlang,evince-libs,evince,httpd-manual,httpd,initial-setup,initial-setup,,,,,,,,,,,,,,,
enchant,enchant,erlang-ssh,erlang,exec-maven-plugin,exec-maven-plugin,httpd-tools,hunspell,initscripts,initscripts,,,,,,,,,,,,,,,
enchant2,enchant2,erlang-ssl,erlang,exec-maven-plugin-javadoc,exec-maven-plugin,hunspell,hunspell-en,inkscape,inkscape,,,,,,,,,,,,,,,
environment-modules,environment-modules,erlang-stdlib,erlang,exfat-utils,exfat-utils,hunspell-en,hwdata,inkscape-docs,inkscape,,,,,,,,,,,,,,,
erlang-asn1,erlang,erlang-syntax_tools,erlang,expat,expat,hwdata,hwinfo,inkscape-view,inkscape,,,,,,,,,,,,,,,
erlang-common_test,erlang,erlang-tools,erlang,expat-devel,expat,hwinfo,hwinfo,intltool,intltool,,,,,,,,,,,,,,,
erlang-compiler,erlang,erlang-wx,erlang,expect,expect,hwinfo-help,hwloc,iotop,iotop,,,,,,,,,,,,,,,
erlang-crypto,erlang,erlang-xmerl,erlang,f32-backgrounds-base,f32-backgrounds,hwloc,hyphen,ipa-client,ipa,,,,,,,,,,,,,,,
erlang-cuttlefish,erlang-cuttlefish,esc,esc,f32-backgrounds-kde,f32-backgrounds,hyphen,iSulad,ipa-client-common,ipa,,,,,,,,,,,,,,,
erlang-debugger,erlang,espeak-ng,espeak-ng,fcitx,fcitx,iSulad,ibus,ipa-client-epn,ipa,,,,,,,,,,,,,,,
erlang-eldap,erlang,etcd,etcd,fcitx-cloudpinyin,fcitx-cloudpinyin,ibus-libs,ilmbase,ipa-client-samba,ipa,,,,,,,,,,,,,,,
erlang-erts,erlang,ethtool,ethtool,fcitx-configtool,fcitx-configtool,ilmbase,ima-evm-utils,ipa-common,ipa,,,,,,,,,,,,,,,
erlang-et,erlang,etmem,etmem,fcitx-data,fcitx,ima-evm-utils,ima-evm-utils,ipa-healthcheck,ipa-healthcheck,,,,,,,,,,,,,,,
erlang-eunit,erlang,evince,evince,fcitx-gtk2,fcitx,ima-evm-utils-libs,imlib2,ipa-healthcheck-core,ipa-healthcheck,,,,,,,,,,,,,,,
erlang-getopt,erlang-getopt,evince-libs,evince,fcitx-gtk3,fcitx,imlib2,imsettings,ipa-python-compat,ipa,,,,,,,,,,,,,,,
erlang-goldrush,erlang-goldrush,exec-maven-plugin,exec-maven-plugin,fcitx-libs,fcitx,imsettings,imsettings,ipa-selinux,ipa,,,,,,,,,,,,,,,
erlang-hipe,erlang,exec-maven-plugin-javadoc,exec-maven-plugin,fcitx-pinyin,fcitx,imsettings-gsettings,imwheel,ipa-server,ipa,,,,,,,,,,,,,,,
erlang-inets,erlang,exfat-utils,exfat-utils,fcitx-qt5,fcitx-qt5,imwheel,infinipath-psm,ipa-server-common,ipa,,,,,,,,,,,,,,,
erlang-kernel,erlang,expat,expat,fcitx-sunpinyin,fcitx-sunpinyin,infinipath-psm,texinfo,ipa-server-dns,ipa,,,,,,,,,,,,,,,
erlang-lager,erlang-lager,expat-devel,expat,fcitx-table,fcitx,info,iniparser,ipa-server-trust-ad,ipa,,,,,,,,,,,,,,,
erlang-mnesia,erlang,expect,expect,fcitx-table-chinese,fcitx,iniparser,initial-setup,ipcalc,ipcalc,,,,,,,,,,,,,,,
erlang-mustache,erlang-mustache,f32-backgrounds-base,f32-backgrounds,fcoe-utils,fcoe-utils,initial-setup,initscripts,iperf3,iperf3,,,,,,,,,,,,,,,
erlang-observer,erlang,f32-backgrounds-kde,f32-backgrounds,felix-gogo-command,felix-gogo-command,initscripts,inkscape,iperf3-help,iperf3,,,,,,,,,,,,,,,
erlang-os_mon,erlang,fcitx,fcitx,felix-gogo-command-javadoc,felix-gogo-command,inkscape,inkscape,ipmitool,ipmitool,,,,,,,,,,,,,,,
erlang-public_key,erlang,fcitx-cloudpinyin,fcitx-cloudpinyin,felix-gogo-parent,felix-gogo-parent,inkscape-docs,inkscape,ipmitool-help,ipmitool,,,,,,,,,,,,,,,
erlang-runtime_tools,erlang,fcitx-configtool,fcitx-configtool,felix-gogo-runtime,felix-gogo-runtime,inkscape-view,intel-cmt-cat,iproute,iproute,,,,,,,,,,,,,,,
erlang-sasl,erlang,fcitx-data,fcitx,felix-gogo-runtime-javadoc,felix-gogo-runtime,intel-cmt-cat,intltool,iproute-help,iproute,,,,,,,,,,,,,,,
erlang-sd_notify,erlang-sd_notify,fcitx-gtk2,fcitx,felix-gogo-shell,felix-gogo-shell,intltool,iotop,iprutils,iprutils,,,,,,,,,,,,,,,
erlang-snmp,erlang,fcitx-gtk3,fcitx,felix-gogo-shell-javadoc,felix-gogo-shell,iotop,ipa,ipset,ipset,,,,,,,,,,,,,,,
erlang-ssh,erlang,fcitx-libs,fcitx,felix-osgi-compendium,felix-osgi-compendium,ipa-client,ipa,ipset-libs,ipset,,,,,,,,,,,,,,,
erlang-ssl,erlang,fcitx-pinyin,fcitx,felix-osgi-compendium-javadoc,felix-osgi-compendium,ipa-client-common,ipa,iptables,iptables,,,,,,,,,,,,,,,
erlang-stdlib,erlang,fcitx-qt5,fcitx-qt5,felix-osgi-core,felix-osgi-core,ipa-client-epn,ipa,iptables-help,iptables,,,,,,,,,,,,,,,
erlang-syntax_tools,erlang,fcitx-sunpinyin,fcitx-sunpinyin,felix-osgi-core-javadoc,felix-osgi-core,ipa-client-samba,ipa,iptables-libs,iptables,,,,,,,,,,,,,,,
erlang-tools,erlang,fcitx-table,fcitx,felix-osgi-foundation,felix-osgi-foundation,ipa-common,ipa-healthcheck,iptraf-ng,iptraf-ng,,,,,,,,,,,,,,,
erlang-wx,erlang,fcitx-table-chinese,fcitx,felix-osgi-foundation-javadoc,felix-osgi-foundation,ipa-healthcheck,ipa-healthcheck,iptstate,iptstate,,,,,,,,,,,,,,,
erlang-xmerl,erlang,fcoe-utils,fcoe-utils,felix-parent,felix-parent,ipa-healthcheck-core,ipa,iputils,iputils,,,,,,,,,,,,,,,
esc,esc,felix-gogo-command,felix-gogo-command,felix-scr,felix-scr,ipa-python-compat,ipa,irqbalance,irqbalance,,,,,,,,,,,,,,,
espeak-ng,espeak-ng,felix-gogo-command-javadoc,felix-gogo-command,felix-scr-javadoc,felix-scr,ipa-selinux,ipa,iso-codes,iso-codes,,,,,,,,,,,,,,,
etcd,etcd,felix-gogo-parent,felix-gogo-parent,felix-utils,felix-utils,ipa-server,ipa,isomd5sum,isomd5sum,,,,,,,,,,,,,,,
ethtool,ethtool,felix-gogo-runtime,felix-gogo-runtime,felix-utils-javadoc,felix-utils,ipa-server-common,ipa,istack-commons-runtime,istack-commons,,,,,,,,,,,,,,,
etmem,etmem,felix-gogo-runtime-javadoc,felix-gogo-runtime,ffmpeg,ffmpeg,ipa-server-dns,ipa,itrustee_sdk,itrustee_sdk,,,,,,,,,,,,,,,
evince,evince,felix-gogo-shell,felix-gogo-shell,ffmpeg-libs,ffmpeg,ipa-server-trust-ad,ipcalc,itstool,itstool,,,,,,,,,,,,,,,
evince-libs,evince,felix-gogo-shell-javadoc,felix-gogo-shell,fftw,fftw,ipcalc,iperf3,iw,iw,,,,,,,,,,,,,,,
exec-maven-plugin,exec-maven-plugin,felix-osgi-compendium,felix-osgi-compendium,fftw-devel,fftw,iperf3,iperf3,jack-audio-connection-kit,jack-audio-connection-kit,,,,,,,,,,,,,,,
exec-maven-plugin-javadoc,exec-maven-plugin,felix-osgi-compendium-javadoc,felix-osgi-compendium,fftw-libs,fftw,iperf3-help,ipmitool,jackson-annotations,jackson-annotations,,,,,,,,,,,,,,,
exfat-utils,exfat-utils,felix-osgi-core,felix-osgi-core,fftw-libs-double,fftw,ipmitool,ipmitool,jackson-core,jackson-core,,,,,,,,,,,,,,,
expat,expat,felix-osgi-core-javadoc,felix-osgi-core,fftw-libs-long,fftw,ipmitool-help,iproute,jackson-databind,jackson-databind,,,,,,,,,,,,,,,
expat-devel,expat,felix-osgi-foundation,felix-osgi-foundation,fftw-libs-single,fftw,iproute,iproute,jackson-jaxrs-json-provider,jackson-jaxrs-providers,,,,,,,,,,,,,,,
expect,expect,felix-osgi-foundation-javadoc,felix-osgi-foundation,fftw-static,fftw,iproute-help,iprutils,jackson-jaxrs-providers,jackson-jaxrs-providers,,,,,,,,,,,,,,,
f32-backgrounds-base,f32-backgrounds,felix-parent,felix-parent,file,file,iprutils,ipset,jackson-module-jaxb-annotations,jackson-module-jaxb-annotations,,,,,,,,,,,,,,,
f32-backgrounds-kde,f32-backgrounds,felix-scr,felix-scr,file-libs,file,ipset,ipset,jakarta-commons-httpclient,jakarta-commons-httpclient,,,,,,,,,,,,,,,
fcitx,fcitx,felix-scr-javadoc,felix-scr,filesystem,filesystem,ipset-libs,iptables,jansi,jansi,,,,,,,,,,,,,,,
fcitx-cloudpinyin,fcitx-cloudpinyin,felix-utils,felix-utils,findutils,findutils,iptables,iptables,jansi-native,jansi-native,,,,,,,,,,,,,,,
fcitx-configtool,fcitx-configtool,felix-utils-javadoc,felix-utils,fio,fio,iptables-help,iptables,jansson,jansson,,,,,,,,,,,,,,,
fcitx-data,fcitx,ffmpeg,ffmpeg,fipscheck,fipscheck,iptables-libs,iptraf-ng,jasper,jasper,,,,,,,,,,,,,,,
fcitx-gtk2,fcitx,ffmpeg-libs,ffmpeg,fipscheck-lib,fipscheck,iptraf-ng,iptstate,java-1.8.0-openjdk,java-1.8.0-openjdk,,,,,,,,,,,,,,,
fcitx-gtk3,fcitx,fftw,fftw,firewall-applet,firewalld,iptstate,iputils,java-1.8.0-openjdk-devel,java-1.8.0-openjdk,,,,,,,,,,,,,,,
fcitx-libs,fcitx,fftw-devel,fftw,firewall-config,firewalld,iputils,irqbalance,java-1.8.0-openjdk-headless,java-1.8.0-openjdk,,,,,,,,,,,,,,,
fcitx-pinyin,fcitx,fftw-libs,fftw,firewalld,firewalld,irqbalance,iso-codes,java-11-openjdk,java-11-openjdk,,,,,,,,,,,,,,,
fcitx-qt5,fcitx-qt5,fftw-libs-double,fftw,firewalld-filesystem,firewalld,iso-codes,isomd5sum,java-11-openjdk-devel,java-11-openjdk,,,,,,,,,,,,,,,
fcitx-sunpinyin,fcitx-sunpinyin,fftw-libs-long,fftw,fish,fish,isomd5sum,istack-commons,java-11-openjdk-headless,java-11-openjdk,,,,,,,,,,,,,,,
fcitx-table,fcitx,fftw-libs-single,fftw,flac-libs,flac,istack-commons-runtime,itstool,javapackages-filesystem,javapackages-tools,,,,,,,,,,,,,,,
fcitx-table-chinese,fcitx,fftw-static,fftw,flatpak,flatpak,itstool,iw,javapackages-tools,javapackages-tools,,,,,,,,,,,,,,,
fcoe-utils,fcoe-utils,file,file,flatpak-libs,flatpak,iw,jack-audio-connection-kit,javassist,javassist,,,,,,,,,,,,,,,
felix-gogo-command,felix-gogo-command,file-libs,file,flatpak-selinux,flatpak,jack-audio-connection-kit,jackson-annotations,javassist-javadoc,javassist,,,,,,,,,,,,,,,
felix-gogo-command-javadoc,felix-gogo-command,filesystem,filesystem,flatpak-session-helper,flatpak,jackson-annotations,jackson-core,jbig2dec,jbig2dec,,,,,,,,,,,,,,,
felix-gogo-parent,felix-gogo-parent,findutils,findutils,flex,flex,jackson-core,jackson-databind,jbigkit-libs,jbigkit,,,,,,,,,,,,,,,
felix-gogo-runtime,felix-gogo-runtime,fio,fio,flex-doc,flex,jackson-databind,jackson-jaxrs-providers,jboss-annotations-1.2-api,jboss-annotations-1.2-api,,,,,,,,,,,,,,,
felix-gogo-runtime-javadoc,felix-gogo-runtime,fipscheck,fipscheck,fltk,fltk,jackson-jaxrs-json-provider,jackson-jaxrs-providers,jboss-interceptors-1.2-api,jboss-interceptors-1.2-api,,,,,,,,,,,,,,,
felix-gogo-shell,felix-gogo-shell,fipscheck-lib,fipscheck,fontawesome-fonts,fontawesome-fonts,jackson-jaxrs-providers,jackson-module-jaxb-annotations,jboss-jaxrs-2.0-api,jboss-jaxrs-2.0-api,,,,,,,,,,,,,,,
felix-gogo-shell-javadoc,felix-gogo-shell,firefox,firefox,fontconfig,fontconfig,jackson-module-jaxb-annotations,jaf,jboss-logging,jboss-logging,,,,,,,,,,,,,,,
felix-osgi-compendium,felix-osgi-compendium,firewall-applet,firewalld,fontconfig-devel,fontconfig,jaf,jaf,jboss-logging-tools,jboss-logging-tools,,,,,,,,,,,,,,,
felix-osgi-compendium-javadoc,felix-osgi-compendium,firewall-config,firewalld,fontpackages-filesystem,fontpackages,jaf-javadoc,jakarta-activation,jcl-over-slf4j,slf4j,,,,,,,,,,,,,,,
felix-osgi-core,felix-osgi-core,firewalld,firewalld,forge-parent,forge-parent,jakarta-activation,jakarta-commons-httpclient,jdeparser,jdeparser,,,,,,,,,,,,,,,
felix-osgi-core-javadoc,felix-osgi-core,firewalld-filesystem,firewalld,fprintd,fprintd,jakarta-commons-httpclient,jansi,jemalloc,jemalloc,,,,,,,,,,,,,,,
felix-osgi-foundation,felix-osgi-foundation,fish,fish,fprintd-pam,fprintd,jansi,jansi-native,jemalloc-help,jemalloc,,,,,,,,,,,,,,,
felix-osgi-foundation-javadoc,felix-osgi-foundation,flac-libs,flac,freeglut,freeglut,jansi-native,jansson,jfsutils,jfsutils,,,,,,,,,,,,,,,
felix-parent,felix-parent,flatpak,flatpak,freeglut-devel,freeglut,jansson,jasper,jimtcl,jimtcl,,,,,,,,,,,,,,,
felix-scr,felix-scr,flatpak-libs,flatpak,freeradius,freeradius,jasper,java-1.8.0-openjdk,jline,jline,,,,,,,,,,,,,,,
felix-scr-javadoc,felix-scr,flatpak-selinux,flatpak,freeradius-devel,freeradius,java-1.8.0-openjdk,java-1.8.0-openjdk,jna,jna,,,,,,,,,,,,,,,
felix-utils,felix-utils,flatpak-session-helper,flatpak,freeradius-doc,freeradius,java-1.8.0-openjdk-devel,java-1.8.0-openjdk,jomolhari-fonts,jomolhari-fonts,,,,,,,,,,,,,,,
felix-utils-javadoc,felix-utils,flex,flex,freeradius-krb5,freeradius,java-1.8.0-openjdk-headless,java-11-openjdk,jose,jose,,,,,,,,,,,,,,,
ffmpeg,ffmpeg,flex-doc,flex,freeradius-ldap,freeradius,java-11-openjdk,java-11-openjdk,jq,jq,,,,,,,,,,,,,,,
ffmpeg-libs,ffmpeg,fltk,fltk,freeradius-mysql,freeradius,java-11-openjdk-devel,java-11-openjdk,jq-help,jq,,,,,,,,,,,,,,,
fftw,fftw,fontawesome-fonts,fontawesome-fonts,freeradius-perl,freeradius,java-11-openjdk-headless,javapackages-tools,json-c,json-c,,,,,,,,,,,,,,,
fftw-devel,fftw,fontconfig,fontconfig,freeradius-postgresql,freeradius,javapackages-filesystem,javapackages-tools,json-c-devel,json-c,,,,,,,,,,,,,,,
fftw-libs,fftw,fontconfig-devel,fontconfig,freeradius-rest,freeradius,javapackages-tools,javassist,json-glib,json-glib,,,,,,,,,,,,,,,
fftw-libs-double,fftw,fontpackages-filesystem,fontpackages,freeradius-sqlite,freeradius,javassist,javassist,json-glib-devel,json-glib,,,,,,,,,,,,,,,
fftw-libs-long,fftw,forge-parent,forge-parent,freeradius-unixODBC,freeradius,javassist-javadoc,jbig2dec,jsoncpp,jsoncpp,,,,,,,,,,,,,,,
fftw-libs-quad,fftw,fprintd,fprintd,freeradius-utils,freeradius,jbig2dec,jbigkit,jsoup,jsoup,,,,,,,,,,,,,,,
fftw-libs-single,fftw,fprintd-pam,fprintd,freerdp,freerdp,jbigkit-libs,jboss-annotations-1.2-api,jsr-305,jsr-305,,,,,,,,,,,,,,,
fftw-static,fftw,freeglut,freeglut,freerdp-libs,freerdp,jboss-annotations-1.2-api,jboss-interceptors-1.2-api,jss,jss,,,,,,,,,,,,,,,
file,file,freeglut-devel,freeglut,freetype,freetype,jboss-interceptors-1.2-api,jboss-jaxrs-2.0-api,jss-javadoc,jss,,,,,,,,,,,,,,,
file-libs,file,freeradius,freeradius,freetype-devel,freetype,jboss-jaxrs-2.0-api,jboss-logging,junit,junit,,,,,,,,,,,,,,,
filesystem,filesystem,freeradius-devel,freeradius,fribidi,fribidi,jboss-logging,jboss-logging-tools,kafka,kafka,,,,,,,,,,,,,,,
findutils,findutils,freeradius-doc,freeradius,fribidi-devel,fribidi,jboss-logging-tools,slf4j,kbd,kbd,,,,,,,,,,,,,,,
fio,fio,freeradius-krb5,freeradius,frr,frr,jcl-over-slf4j,jdeparser,kbd-legacy,kbd,,,,,,,,,,,,,,,
fipscheck,fipscheck,freeradius-ldap,freeradius,fstrm,fstrm,jdeparser,jemalloc,kbd-misc,kbd,,,,,,,,,,,,,,,
fipscheck-lib,fipscheck,freeradius-mysql,freeradius,fstrm-devel,fstrm,jemalloc,jemalloc,kde-filesystem,kde-filesystem,,,,,,,,,,,,,,,
firefox,firefox,freeradius-perl,freeradius,fuse,fuse,jemalloc-help,jfsutils,kde-settings,kde-settings,,,,,,,,,,,,,,,
firewall-applet,firewalld,freeradius-postgresql,freeradius,fuse-common,fuse3,jfsutils,jimtcl,kdecoration,kdecoration,,,,,,,,,,,,,,,
firewall-config,firewalld,freeradius-rest,freeradius,fuse-devel,fuse,jimtcl,jline,kdump-anaconda-addon,kdump-anaconda-addon,,,,,,,,,,,,,,,
firewalld,firewalld,freeradius-sqlite,freeradius,fuse-exfat,fuse-exfat,jline,jmc,keepalived,keepalived,,,,,,,,,,,,,,,
firewalld-filesystem,firewalld,freeradius-unixODBC,freeradius,fuse-libs,fuse,jmc,jmc-core,keepalived-help,keepalived,,,,,,,,,,,,,,,
fish,fish,freeradius-utils,freeradius,fuse-overlayfs,fuse-overlayfs,jmc-core,jmc-core,kernel,kernel,,,,,,,,,,,,,,,
flac-libs,flac,freerdp,freerdp,fuse3,fuse3,jmc-core-javadoc,jna,kernel-btf,kernel,,,,,,,,,,,,,,,
flatpak,flatpak,freerdp-libs,freerdp,fuse3-devel,fuse3,jna,jomolhari-fonts,kernel-core,kernel,,,,,,,,,,,,,,,
flatpak-libs,flatpak,freetype,freetype,fuse3-libs,fuse3,jomolhari-fonts,jose,kernel-devel,kernel,,,,,,,,,,,,,,,
flatpak-selinux,flatpak,freetype-devel,freetype,fusesource-pom,fusesource-pom,jose,jq,kernel-headers,kernel,,,,,,,,,,,,,,,
flatpak-session-helper,flatpak,fribidi,fribidi,fwupd,fwupd,jq,jq,kernel-modules,kernel,,,,,,,,,,,,,,,
flex,flex,fribidi-devel,fribidi,gamin,gamin,jq-help,json-c,kernel-tools,kernel,,,,,,,,,,,,,,,
flex-doc,flex,frr,frr,gawk,gawk,json-c,json-c,kernel-tools-libs,kernel,,,,,,,,,,,,,,,
fltk,fltk,fstrm,fstrm,gc,gc,json-c-devel,json-glib,kexec-tools,kexec-tools,,,,,,,,,,,,,,,
fontawesome-fonts,fontawesome-fonts,fstrm-devel,fstrm,gcc,gcc,json-glib,json-glib,keybinder3,keybinder3,,,,,,,,,,,,,,,
fontconfig,fontconfig,fuse,fuse,gcc-c++,gcc,json-glib-devel,jsoncpp,keyutils,keyutils,,,,,,,,,,,,,,,
fontconfig-devel,fontconfig,fuse-common,fuse3,gcc-gdb-plugin,gcc,jsoncpp,jsoup,keyutils-libs,keyutils,,,,,,,,,,,,,,,
fontpackages-filesystem,fontpackages,fuse-devel,fuse,gcc-gfortran,gcc,jsoup,jsr-305,keyutils-libs-devel,keyutils,,,,,,,,,,,,,,,
forge-parent,forge-parent,fuse-exfat,fuse-exfat,gcr,gcr,jsr-305,jss,kf5-attica,kf5-attica,,,,,,,,,,,,,,,
fprintd,fprintd,fuse-libs,fuse,gcr-devel,gcr,jss,jss,kf5-filesystem,kf5,,,,,,,,,,,,,,,
fprintd-pam,fprintd,fuse-overlayfs,fuse-overlayfs,gd,gd,jss-javadoc,junit,kf5-kactivities,kf5-kactivities,,,,,,,,,,,,,,,
freeglut,freeglut,fuse3,fuse3,gd-devel,gd,junit,kafka,kf5-karchive,kf5-karchive,,,,,,,,,,,,,,,
freeglut-devel,freeglut,fuse3-devel,fuse3,gdb,gdb,kafka,kbd,kf5-kauth,kf5-kauth,,,,,,,,,,,,,,,
freeradius,freeradius,fuse3-libs,fuse3,gdb-gdbserver,gdb,kbd,kbd,kf5-kcmutils,kf5-kcmutils,,,,,,,,,,,,,,,
freeradius-devel,freeradius,fusesource-pom,fusesource-pom,gdb-headless,gdb,kbd-legacy,kbd,kf5-kcodecs,kf5-kcodecs,,,,,,,,,,,,,,,
freeradius-doc,freeradius,fwupd,fwupd,gdbm,gdbm,kbd-misc,kde-filesystem,kf5-kcompletion,kf5-kcompletion,,,,,,,,,,,,,,,
freeradius-krb5,freeradius,gamin,gamin,gdbm-devel,gdbm,kde-filesystem,kde-settings,kf5-kconfig-core,kf5-kconfig,,,,,,,,,,,,,,,
freeradius-ldap,freeradius,gawk,gawk,gdbm-libs,gdbm,kde-settings,kdecoration,kf5-kconfig-gui,kf5-kconfig,,,,,,,,,,,,,,,
freeradius-mysql,freeradius,gc,gc,gdisk,gdisk,kdecoration,kdump-anaconda-addon,kf5-kconfigwidgets,kf5-kconfigwidgets,,,,,,,,,,,,,,,
freeradius-perl,freeradius,gcc,gcc,gdk-pixbuf2,gdk-pixbuf2,kdump-anaconda-addon,keepalived,kf5-kcoreaddons,kf5-kcoreaddons,,,,,,,,,,,,,,,
freeradius-postgresql,freeradius,gcc-c++,gcc,gdk-pixbuf2-devel,gdk-pixbuf2,keepalived,keepalived,kf5-kcrash,kf5-kcrash,,,,,,,,,,,,,,,
freeradius-rest,freeradius,gcc-gdb-plugin,gcc,gdk-pixbuf2-modules,gdk-pixbuf2,keepalived-help,kernel,kf5-kdbusaddons,kf5-kdbusaddons,,,,,,,,,,,,,,,
freeradius-sqlite,freeradius,gcc-gfortran,gcc,gdk-pixbuf2-xlib,gdk-pixbuf2,kernel,kernel,kf5-kdeclarative,kf5-kdeclarative,,,,,,,,,,,,,,,
freeradius-unixODBC,freeradius,gcc-toolset-11-binutils,gcc-toolset-11-binutils,genisoimage,cdrkit,kernel-btf,kernel,kf5-kdoctools,kf5-kdoctools,,,,,,,,,,,,,,,
freeradius-utils,freeradius,gcc-toolset-11-gcc,gcc-toolset-11-gcc,geoclue2,geoclue2,kernel-core,kernel,kf5-kglobalaccel,kf5-kglobalaccel,,,,,,,,,,,,,,,
freerdp,freerdp,gcc-toolset-11-gcc-c++,gcc-toolset-11-gcc,geoclue2-demos,geoclue2,kernel-devel,kernel,kf5-kglobalaccel-libs,kf5-kglobalaccel,,,,,,,,,,,,,,,
freerdp-libs,freerdp,gcc-toolset-11-libstdc++-devel,gcc-toolset-11-gcc,geoclue2-libs,geoclue2,kernel-headers,kernel,kf5-kguiaddons,kf5-kguiaddons,,,,,,,,,,,,,,,
freetype,freetype,gcc-toolset-11-runtime,gcc-toolset-11,geronimo-annotation,geronimo-annotation,kernel-modules,kernel,kf5-ki18n,kf5-ki18n,,,,,,,,,,,,,,,
freetype-devel,freetype,gcr,gcr,geronimo-annotation-javadoc,geronimo-annotation,kernel-tools,kernel,kf5-kiconthemes,kf5-kiconthemes,,,,,,,,,,,,,,,
fribidi,fribidi,gcr-devel,gcr,geronimo-jms,geronimo-jms,kernel-tools-libs,kexec-tools,kf5-kidletime,kf5-kidletime,,,,,,,,,,,,,,,
fribidi-devel,fribidi,gd,gd,geronimo-jms-javadoc,geronimo-jms,kexec-tools,keybinder3,kf5-kinit,kf5-kinit,,,,,,,,,,,,,,,
frr,frr,gd-devel,gd,geronimo-jpa,geronimo-jpa,keybinder3,keyutils,kf5-kio-core,kf5-kio,,,,,,,,,,,,,,,
fstrm,fstrm,gdb,gdb,geronimo-jpa-javadoc,geronimo-jpa,keyutils,keyutils,kf5-kio-core-libs,kf5-kio,,,,,,,,,,,,,,,
fstrm-devel,fstrm,gdb-doc,gdb,geronimo-parent-poms,geronimo-parent-poms,keyutils-libs,keyutils,kf5-kio-help,kf5-kio,,,,,,,,,,,,,,,
fuse,fuse,gdb-gdbserver,gdb,gettext,gettext,keyutils-libs-devel,kf5-attica,kf5-kio-ntlm,kf5-kio,,,,,,,,,,,,,,,
fuse-common,fuse3,gdb-headless,gdb,gettext-common-devel,gettext,kf5-attica,kf5,kf5-kio-widgets,kf5-kio,,,,,,,,,,,,,,,
fuse-devel,fuse,gdbm,gdbm,gettext-devel,gettext,kf5-filesystem,kf5-kactivities,kf5-kio-widgets-libs,kf5-kio,,,,,,,,,,,,,,,
fuse-exfat,fuse-exfat,gdbm-devel,gdbm,gettext-libs,gettext,kf5-kactivities,kf5-karchive,kf5-kitemviews,kf5-kitemviews,,,,,,,,,,,,,,,
fuse-libs,fuse,gdbm-libs,gdbm,gflags,gflags,kf5-karchive,kf5-kauth,kf5-kjobwidgets,kf5-kjobwidgets,,,,,,,,,,,,,,,
fuse-overlayfs,fuse-overlayfs,gdisk,gdisk,gflags-devel,gflags,kf5-kauth,kf5-kcmutils,kf5-knewstuff,kf5-knewstuff,,,,,,,,,,,,,,,
fuse3,fuse3,gdk-pixbuf2,gdk-pixbuf2,gfs2-utils,gfs2-utils,kf5-kcmutils,kf5-kcodecs,kf5-knotifications,kf5-knotifications,,,,,,,,,,,,,,,
fuse3-devel,fuse3,gdk-pixbuf2-devel,gdk-pixbuf2,ghc-srpm-macros,ghc-srpm-macros,kf5-kcodecs,kf5-kcompletion,kf5-kpackage,kf5-kpackage,,,,,,,,,,,,,,,
fuse3-libs,fuse3,gdk-pixbuf2-modules,gdk-pixbuf2,ghostscript,ghostscript,kf5-kcompletion,kf5-kconfig,kf5-kservice,kf5-kservice,,,,,,,,,,,,,,,
fusesource-pom,fusesource-pom,gdk-pixbuf2-xlib,gdk-pixbuf2,ghostscript-x11,ghostscript,kf5-kconfig-core,kf5-kconfig,kf5-ktextwidgets,kf5-ktextwidgets,,,,,,,,,,,,,,,
fwupd,fwupd,genisoimage,cdrkit,giflib,giflib,kf5-kconfig-gui,kf5-kconfigwidgets,kf5-kwallet,kf5-kwallet,,,,,,,,,,,,,,,
gamin,gamin,geoclue2,geoclue2,git,git,kf5-kconfigwidgets,kf5-kcoreaddons,kf5-kwallet-libs,kf5-kwallet,,,,,,,,,,,,,,,
